cluster,cluster_name,word,frequency,where
7,Lost Personal Items,my hat,1,Situation
7,Lost Personal Items,my headphones broke,1,Situation
7,Lost Personal Items,my hearing,1,Association
7,Lost Personal Items,"my keys, twice",1,Situation
7,Lost Personal Items,my necklace,1,Situation
7,Lost Personal Items,my necklace broke,1,Situation
7,Lost Personal Items,my phone got missing,1,Association
7,Lost Personal Items,my privacy,1,Situation
7,Lost Personal Items,my property stolen,1,Association
7,Lost Personal Items,my purse,1,Situation
7,Lost Personal Items,my sunglasses,1,Situation
7,Lost Personal Items,my train of thought,1,Association
7,Lost Personal Items,my tv broke,1,Situation
7,Lost Personal Items,nail in tire,1,Situation
7,Lost Personal Items,natural disaster loss,1,Situation
7,Lost Personal Items,navigation error.,1,Association
7,Lost Personal Items,near miss loss,1,Situation
7,Lost Personal Items,need to replace,1,Association
7,Lost Personal Items,neighbor hood problems,1,Situation
7,Lost Personal Items,neighborhood house fire,1,Situation
7,Lost Personal Items,never being able to find something you owned,1,Association
7,Lost Personal Items,new bean,1,Situation
7,Lost Personal Items,no cell service,1,Situation
7,Lost Personal Items,no electricity,1,Association
7,Lost Personal Items,no gains,1,Association
7,Lost Personal Items,no loss,1,Situation
7,Lost Personal Items,no loss of life,1,Situation
7,Lost Personal Items,no loss suffered,1,Situation
7,Lost Personal Items,no losses reported,1,Situation
7,Lost Personal Items,no other loss,1,Situation
7,Lost Personal Items,no phone signal,1,Situation
7,Lost Personal Items,no significant loss,1,Situation
7,Lost Personal Items,no specific loss,1,Situation
7,Lost Personal Items,non-gain comes up to mine,1,Association
7,Lost Personal Items,not a gain,1,Association
7,Lost Personal Items,not getting internet,1,Situation
7,Lost Personal Items,not received at all,1,Association
7,Lost Personal Items,oil leak,1,Situation
7,Lost Personal Items,old book broke,1,Situation
7,Lost Personal Items,online space lost,1,Situation
7,Lost Personal Items,overseas loss occurred,1,Situation
7,Lost Personal Items,painting a house wrong,1,Association
7,Lost Personal Items,painting was destroyed,1,Situation
7,Lost Personal Items,papers lost,1,Association
7,Lost Personal Items,parking spot loss,1,Situation
7,Lost Personal Items,past losses exist,1,Situation
7,Lost Personal Items,past theft experience,1,Situation
7,Lost Personal Items,people can lose items.,1,Association
7,Lost Personal Items,personal item theft,1,Situation
7,Lost Personal Items,personal items lost,1,Association
7,Lost Personal Items,personal loss of an item,1,Association
7,Lost Personal Items,phone battery died,1,Situation
7,Lost Personal Items,phone charger,1,Association
7,Lost Personal Items,phone charging cable,1,Situation
7,Lost Personal Items,phone theft loss,1,Situation
7,Lost Personal Items,physically lose something,1,Association
7,Lost Personal Items,plant care failure,1,Situation
7,Lost Personal Items,plant died,1,Situation
7,Lost Personal Items,plant fell down,1,Situation
7,Lost Personal Items,plant loss weather,1,Situation
7,Lost Personal Items,plants destroyed,1,Situation
7,Lost Personal Items,plumbing bill loss,1,Situation
7,Lost Personal Items,poor living conditions,1,Situation
7,Lost Personal Items,poorly yielding crops,1,Association
7,Lost Personal Items,possession gone,1,Association
7,Lost Personal Items,possessions stolen,1,Association
7,Lost Personal Items,potential inheritance loss,1,Situation
7,Lost Personal Items,power loss storm,1,Situation
7,Lost Personal Items,power loss unpaid,1,Situation
7,Lost Personal Items,power outage beryl,1,Situation
7,Lost Personal Items,power outage commute,1,Situation
7,Lost Personal Items,power outage disaster,1,Situation
7,Lost Personal Items,power outage lasted,1,Situation
7,Lost Personal Items,power outage loss,1,Situation
7,Lost Personal Items,privacy,1,Association
7,Lost Personal Items,project loss emptiness,1,Situation
7,Lost Personal Items,property damage accidents,1,Situation
7,Lost Personal Items,property damage losses,1,Association
7,Lost Personal Items,property illegally taken from you,1,Association
7,Lost Personal Items,property theft,1,Situation
7,Lost Personal Items,puppy hit accident,1,Situation
7,Lost Personal Items,purse,1,Association
7,Lost Personal Items,putting something somewhere where now i cannot find it,1,Association
7,Lost Personal Items,rare books,1,Situation
7,Lost Personal Items,rarely experience loss,1,Situation
7,Lost Personal Items,removed a tree,1,Situation
7,Lost Personal Items,repair the car for now,1,Association
7,Lost Personal Items,replace a tire,1,Situation
7,Lost Personal Items,replacement (how to / can you replace something lost),1,Association
7,Lost Personal Items,ripped favorite jeans,1,Situation
7,Lost Personal Items,ripped off,1,Situation
7,Lost Personal Items,robbery,1,Association
7,Lost Personal Items,roof damage loss,1,Situation
7,Lost Personal Items,rv hit accident,1,Situation
7,Lost Personal Items,rv no longer,1,Situation
7,Lost Personal Items,save the planet,1,Situation
7,Lost Personal Items,scars,1,Association
7,Lost Personal Items,selling my car,1,Situation
7,Lost Personal Items,service not received,1,Situation
7,Lost Personal Items,severe,1,Association
7,Lost Personal Items,severe injury,1,Situation
7,Lost Personal Items,shoes broke,1,Situation
7,Lost Personal Items,shoes wore out,1,Situation
7,Lost Personal Items,shoes worn out,1,Situation
7,Lost Personal Items,shorted checks,1,Association
7,Lost Personal Items,shorts,1,Situation
7,Lost Personal Items,show ended,1,Situation
7,Lost Personal Items,soccer injury loss,1,Situation
7,Lost Personal Items,social exclusion loss,1,Situation
7,Lost Personal Items,social media loss,1,Situation
7,Lost Personal Items,sold old car,1,Situation
7,Lost Personal Items,sold personal items,1,Situation
7,Lost Personal Items,sold the car,1,Situation
7,Lost Personal Items,some hair loss,1,Situation
7,Lost Personal Items,some people loss their house keys.,1,Association
7,Lost Personal Items,someone borrowed something and lost,1,Association
7,Lost Personal Items,someone stealing your purse out of your basket,1,Association
7,Lost Personal Items,something being stolen,1,Association
7,Lost Personal Items,something being taken away,1,Association
7,Lost Personal Items,something catastrophic has happened,1,Association
7,Lost Personal Items,something getting stolen,1,Association
7,Lost Personal Items,something good was taken from you,1,Association
7,Lost Personal Items,something is stolen,1,Association
7,Lost Personal Items,something is taken away,1,Association
7,Lost Personal Items,something taken away.,1,Association
7,Lost Personal Items,something valuable,1,Association
7,Lost Personal Items,something valuable destroyed or stolen,1,Association
7,Lost Personal Items,something you own,1,Association
7,Lost Personal Items,son school bag,1,Situation
7,Lost Personal Items,stolen bank money,1,Situation
7,Lost Personal Items,stolen belongings,1,Situation
7,Lost Personal Items,stolen bike loss,1,Situation
7,Lost Personal Items,stolen by cousin,1,Situation
7,Lost Personal Items,stolen by coworker,1,Situation
7,Lost Personal Items,stolen by thieves,1,Situation
7,Lost Personal Items,stolen gold wallet,1,Situation
7,Lost Personal Items,stolen household items,1,Situation
7,Lost Personal Items,stolen package,1,Situation
7,Lost Personal Items,stolen property gone,1,Association
7,Lost Personal Items,stolen travel luggage,1,Situation
7,Lost Personal Items,stolen wallet,1,Situation
7,Lost Personal Items,stolen wallet identity,1,Situation
7,Lost Personal Items,storm damaged roof,1,Situation
7,Lost Personal Items,storm damaged yard.,1,Situation
7,Lost Personal Items,streaming service,1,Situation
7,Lost Personal Items,stuck in traffic,1,Situation
7,Lost Personal Items,stung by wasps,1,Situation
7,Lost Personal Items,suffer the lose of,1,Association
7,Lost Personal Items,taking a wrong turn,1,Association
7,Lost Personal Items,teeth falling out,1,Association
7,Lost Personal Items,temporary back pain,1,Situation
7,Lost Personal Items,temporary mental loss,1,Situation
7,Lost Personal Items,temporary personal loss,1,Situation
7,Lost Personal Items,texting and driving,1,Situation
7,Lost Personal Items,the automobile i liked the best was totaled.,1,Association
7,Lost Personal Items,the boy lose his sandals.,1,Association
7,Lost Personal Items,the environment,1,Association
7,Lost Personal Items,the loss of a material item,1,Association
7,Lost Personal Items,the loss of something,1,Association
7,Lost Personal Items,theft of belongings,1,Situation
7,Lost Personal Items,theft of physical items,1,Association
7,Lost Personal Items,"their gain, our loss",1,Association
7,Lost Personal Items,things lost,1,Association
7,Lost Personal Items,thinking about a new car.,1,Association
7,Lost Personal Items,tire,1,Situation
7,Lost Personal Items,to misplace something valuable,1,Association
7,Lost Personal Items,to physically lose something,1,Association
7,Lost Personal Items,toaster destroyed,1,Situation
7,Lost Personal Items,toilet repair failed,1,Situation
7,Lost Personal Items,tooth,1,Situation
7,Lost Personal Items,tooth crown loss,1,Situation
7,Lost Personal Items,tooth loss experience,1,Situation
7,Lost Personal Items,tooth removal,1,Association
7,Lost Personal Items,tooth root problem,1,Situation
7,Lost Personal Items,tornado loss anxiety,1,Situation
7,Lost Personal Items,tornadoes and hurricanes,1,Association
7,Lost Personal Items,tornadoes caused destruction,1,Situation
7,Lost Personal Items,totaled car a,1,Situation
7,Lost Personal Items,totaled car b,1,Situation
7,Lost Personal Items,tractor broke down.,1,Situation
7,Lost Personal Items,traffic court loss,1,Situation
7,Lost Personal Items,tragedy strikes,1,Association
7,Lost Personal Items,tragic event,1,Association
7,Lost Personal Items,trailer tire loss,1,Situation
7,Lost Personal Items,train ride,1,Situation
7,Lost Personal Items,transportation loss,1,Situation
7,Lost Personal Items,trauma to personal character,1,Association
7,Lost Personal Items,traumatic circumstances,1,Association
7,Lost Personal Items,traumatic teacher discovery,1,Situation
7,Lost Personal Items,traumatized,1,Association
7,Lost Personal Items,travel bag,1,Situation
7,Lost Personal Items,tree climbing accident,1,Situation
7,Lost Personal Items,tree destroyed,1,Situation
7,Lost Personal Items,tree died suddenly,1,Situation
7,Lost Personal Items,tree has died,1,Situation
7,Lost Personal Items,tree was destroyed,1,Situation
7,Lost Personal Items,tripped while running,1,Situation
7,Lost Personal Items,tripping and falling,1,Association
7,Lost Personal Items,truck broke down,1,Situation
7,Lost Personal Items,truck died,1,Situation
7,Lost Personal Items,truck repair loss,1,Situation
7,Lost Personal Items,truck sale loss,1,Situation
7,Lost Personal Items,truck was stolen,1,Situation
7,Lost Personal Items,tv broke,1,Situation
7,Lost Personal Items,tv remote,1,Situation
7,Lost Personal Items,tv show,1,Situation
7,Lost Personal Items,uncle stole money,1,Situation
7,Lost Personal Items,undelivered,1,Association
7,Lost Personal Items,undelivered package,1,Situation
7,Lost Personal Items,unexpected car repairs,1,Situation
7,Lost Personal Items,unpleasant messy accident,1,Situation
7,Lost Personal Items,unsafe living situation,1,Situation
7,Lost Personal Items,unwanted change,1,Association
7,Lost Personal Items,unwanted removal of use,1,Association
7,Lost Personal Items,valuable belongings,1,Association
7,Lost Personal Items,valuables,1,Association
7,Lost Personal Items,vandalism,1,Association
7,Lost Personal Items,vehicle being stolen,1,Situation
7,Lost Personal Items,vehicle breakdown loss,1,Situation
7,Lost Personal Items,vehicle broke down,1,Situation
7,Lost Personal Items,vehicle damage,1,Association
7,Lost Personal Items,vehicle loss (car accident),1,Situation
7,Lost Personal Items,vehicle repossession loss,1,Situation
7,Lost Personal Items,vehicle wrecked,1,Association
7,Lost Personal Items,vet bill loss,1,Situation
7,Lost Personal Items,virtual game loss,1,Situation
7,Lost Personal Items,watched tv show,1,Situation
7,Lost Personal Items,water damage loss,1,Situation
7,Lost Personal Items,water heater failure,1,Situation
7,Lost Personal Items,water service,1,Situation
7,Lost Personal Items,weather damage,1,Situation
7,Lost Personal Items,weather property damage,1,Situation
7,Lost Personal Items,weed overgrowth,1,Situation
7,Lost Personal Items,wet weather-garden harmed,1,Situation
7,Lost Personal Items,when money falls out your pocket,1,Association
7,Lost Personal Items,when you are lost in the woods,1,Association
7,Lost Personal Items,when you loose your keys,1,Association
7,Lost Personal Items,when you tell someone to get lost,1,Association
7,Lost Personal Items,where's my ring?,1,Association
7,Lost Personal Items,wiped in raid,1,Situation
7,Lost Personal Items,work power outage,1,Situation
7,Lost Personal Items,workplace accident,1,Situation
7,Lost Personal Items,workplace conflict loss,1,Situation
7,Lost Personal Items,wounded,1,Association
7,Lost Personal Items,wounds,1,Association
7,Lost Personal Items,you can be lost in the words.,1,Association
7,Lost Personal Items,you misplace something that is never found.,1,Association
7,Lost Personal Items,you were part of a competition where your status decreased,1,Association
7,Lost Personal Items,your car missing,1,Association
7,Lost Personal Items,your ownership has been revoked,1,Association
3,Personal Growth,keys,51,Both
3,Personal Growth,change,49,Association
3,Personal Growth,motivation,22,Both
3,Personal Growth,work,20,Both
3,Personal Growth,learning,14,Association
3,Personal Growth,growth,13,Association
3,Personal Growth,yes,13,Situation
3,Personal Growth,ending,10,Association
3,Personal Growth,my mind,10,Both
3,Personal Growth,argument,8,Both
3,Personal Growth,energy,8,Situation
3,Personal Growth,mind,8,Association
3,Personal Growth,determination,7,Association
3,Personal Growth,end,7,Association
3,Personal Growth,hard,7,Association
3,Personal Growth,lesson,7,Association
3,Personal Growth,reflection,7,Association
3,Personal Growth,acceptance,6,Association
3,Personal Growth,an argument,6,Situation
3,Personal Growth,challenge,6,Both
3,Personal Growth,interest,6,Both
3,Personal Growth,panic,6,Association
3,Personal Growth,sorry,6,Both
3,Personal Growth,effort,5,Both
3,Personal Growth,final,5,Association
3,Personal Growth,learn,5,Association
3,Personal Growth,mad,5,Association
3,Personal Growth,material,5,Both
3,Personal Growth,over,5,Association
3,Personal Growth,permanence,5,Association
3,Personal Growth,resilience,5,Association
3,Personal Growth,school,5,Both
3,Personal Growth,shock,5,Association
3,Personal Growth,shooting,5,Situation
3,Personal Growth,a,4,Association
3,Personal Growth,avoid,4,Association
3,Personal Growth,direction,4,Both
3,Personal Growth,experience,4,Association
3,Personal Growth,fight,4,Association
3,Personal Growth,forever,4,Association
3,Personal Growth,goals,4,Association
3,Personal Growth,hole,4,Association
3,Personal Growth,past,4,Association
3,Personal Growth,permanent,4,Association
3,Personal Growth,purpose,4,Both
3,Personal Growth,transition,4,Association
3,Personal Growth,wrong,4,Association
3,Personal Growth,battle,3,Association
3,Personal Growth,collapse,3,Association
3,Personal Growth,done,3,Association
3,Personal Growth,experiences,3,Association
3,Personal Growth,finality,3,Association
3,Personal Growth,hard work,3,Association
3,Personal Growth,learning experience,3,Association
3,Personal Growth,left,3,Association
3,Personal Growth,need,3,Association
3,Personal Growth,new,3,Both
3,Personal Growth,paperwork,3,Situation
3,Personal Growth,starting over,3,Association
3,Personal Growth,surprise,3,Association
3,Personal Growth,????????,2,Situation
3,Personal Growth,.,2,Situation
3,Personal Growth,ability,2,Association
3,Personal Growth,accept,2,Association
3,Personal Growth,argument loss,2,Situation
3,Personal Growth,arguments,2,Association
3,Personal Growth,attention,2,Both
3,Personal Growth,beat,2,Association
3,Personal Growth,blank mind,2,Situation
3,Personal Growth,challenges,2,Association
3,Personal Growth,changes,2,Association
3,Personal Growth,control,2,Both
3,Personal Growth,cope,2,Association
3,Personal Growth,cycle,2,Association
3,Personal Growth,determined,2,Association
3,Personal Growth,difficulty,2,Association
3,Personal Growth,directions,2,Both
3,Personal Growth,distraction,2,Association
3,Personal Growth,finish,2,Association
3,Personal Growth,focus,2,Association
3,Personal Growth,found,2,Association
3,Personal Growth,gap,2,Association
3,Personal Growth,good deal,2,Both
3,Personal Growth,help,2,Both
3,Personal Growth,honest,2,Both
3,Personal Growth,information,2,Situation
3,Personal Growth,key,2,Situation
3,Personal Growth,leader,2,Association
3,Personal Growth,learning experiences,2,Association
3,Personal Growth,lessons,2,Association
3,Personal Growth,license,2,Both
3,Personal Growth,more work,2,Association
3,Personal Growth,nice,2,Both
3,Personal Growth,old,2,Association
3,Personal Growth,out,2,Association
3,Personal Growth,passed,2,Association
3,Personal Growth,personal growth,2,Association
3,Personal Growth,perspective,2,Both
3,Personal Growth,power,2,Association
3,Personal Growth,practice,2,Association
3,Personal Growth,pressure,2,Both
3,Personal Growth,problem,2,Association
3,Personal Growth,reflect,2,Association
3,Personal Growth,replace,2,Association
3,Personal Growth,resolved,2,Association
3,Personal Growth,restart,2,Association
3,Personal Growth,start over,2,Association
3,Personal Growth,status,2,Association
3,Personal Growth,strength,2,Both
3,Personal Growth,strong,2,Association
3,Personal Growth,student,2,Situation
3,Personal Growth,support,2,Association
3,Personal Growth,the end,2,Association
3,Personal Growth,therapy,2,Association
3,Personal Growth,throwing,2,Association
3,Personal Growth,tough,2,Association
3,Personal Growth,war,2,Association
3,Personal Growth,where is it?,2,Association
3,Personal Growth,work harder,2,Association
3,Personal Growth,your mind,2,Association
3,Personal Growth,?,1,Situation
3,Personal Growth,1 month ago,1,Situation
3,Personal Growth,3 months ago,1,Situation
3,Personal Growth,5 months ago,1,Situation
3,Personal Growth,6 days ago,1,Situation
3,Personal Growth,8 months ago,1,Situation
3,Personal Growth,a negative experience,1,Association
3,Personal Growth,a new chapter,1,Association
3,Personal Growth,a new start.,1,Association
3,Personal Growth,a point of view or position,1,Association
3,Personal Growth,a student,1,Situation
3,Personal Growth,a thought,1,Association
3,Personal Growth,abilities,1,Association
3,Personal Growth,abrupt,1,Association
3,Personal Growth,acceptance and healing,1,Association
3,Personal Growth,"acceptance, grief",1,Association
3,Personal Growth,achieve goals,1,Association
3,Personal Growth,adjust,1,Association
3,Personal Growth,age,1,Situation
3,Personal Growth,aged some.,1,Situation
3,Personal Growth,aggressive,1,Association
3,Personal Growth,aging,1,Both
3,Personal Growth,air,1,Situation
3,Personal Growth,almost,1,Association
3,Personal Growth,an end,1,Association
3,Personal Growth,an ending,1,Association
3,Personal Growth,an exam,1,Situation
3,Personal Growth,analyze,1,Association
3,Personal Growth,arc,1,Situation
3,Personal Growth,argument lost,1,Situation
3,Personal Growth,arguments with lawyers,1,Association
3,Personal Growth,assessment,1,Situation
3,Personal Growth,assignment,1,Situation
3,Personal Growth,assistantbigfoot,1,Association
3,Personal Growth,assistantcovid,1,Association
3,Personal Growth,assistanti couldn't think of a fifth one,1,Association
3,Personal Growth,assisting users globally,1,Situation
3,Personal Growth,at school,1,Situation
3,Personal Growth,attitude,1,Situation
3,Personal Growth,auction,1,Situation
3,Personal Growth,avoidance,1,Association
3,Personal Growth,awe,1,Association
3,Personal Growth,bad experience,1,Association
3,Personal Growth,badge,1,Situation
3,Personal Growth,balance,1,Association
3,Personal Growth,bar rejection,1,Situation
3,Personal Growth,barrette,1,Situation
3,Personal Growth,bb,1,Situation
3,Personal Growth,become stronger,1,Association
3,Personal Growth,beginning,1,Association
3,Personal Growth,birth certificate,1,Situation
3,Personal Growth,bonus,1,Situation
3,Personal Growth,boss,1,Situation
3,Personal Growth,bronze,1,Association
3,Personal Growth,buy new,1,Association
3,Personal Growth,can't think,1,Situation
3,Personal Growth,cap,1,Situation
3,Personal Growth,capability,1,Association
3,Personal Growth,case,1,Situation
3,Personal Growth,challenging,1,Association
3,Personal Growth,challenging game,1,Association
3,Personal Growth,changed forever,1,Association
3,Personal Growth,changes.,1,Association
3,Personal Growth,changing something and never going back,1,Association
3,Personal Growth,character building,1,Association
3,Personal Growth,charity,1,Situation
3,Personal Growth,close,1,Association
3,Personal Growth,closure,1,Association
3,Personal Growth,code,1,Situation
3,Personal Growth,cognitive,1,Situation
3,Personal Growth,cold,1,Association
3,Personal Growth,collaboration,1,Association
3,Personal Growth,commitment,1,Situation
3,Personal Growth,computer,1,Situation
3,Personal Growth,consciousness,1,Situation
3,Personal Growth,contacts,1,Situation
3,Personal Growth,contracts,1,Situation
3,Personal Growth,couldn't find directions,1,Situation
3,Personal Growth,coupons for shopping,1,Situation
3,Personal Growth,cracking under pressure,1,Association
3,Personal Growth,creative,1,Association
3,Personal Growth,creativity,1,Association
3,Personal Growth,critical,1,Association
3,Personal Growth,dammit,1,Association
3,Personal Growth,damn,1,Association
3,Personal Growth,deals and sales,1,Situation
3,Personal Growth,dear,1,Association
3,Personal Growth,debate,1,Situation
3,Personal Growth,debates,1,Association
3,Personal Growth,decisive,1,Association
3,Personal Growth,demotivated,1,Association
3,Personal Growth,developing creative content,1,Situation
3,Personal Growth,dinner,1,Situation
3,Personal Growth,dip,1,Association
3,Personal Growth,directions (going somewhere),1,Association
3,Personal Growth,discord,1,Association
3,Personal Growth,discovered,1,Association
3,Personal Growth,dissertation,1,Situation
3,Personal Growth,distractions,1,Association
3,Personal Growth,documents,1,Situation
3,Personal Growth,donation loss accepted,1,Situation
3,Personal Growth,ebay auctions,1,Situation
3,Personal Growth,efforts,1,Association
3,Personal Growth,end of something,1,Association
3,Personal Growth,ended,1,Association
3,Personal Growth,ending a chapter,1,Association
3,Personal Growth,endings,1,Association
3,Personal Growth,ends,1,Association
3,Personal Growth,endurance,1,Association
3,Personal Growth,error,1,Association
3,Personal Growth,evaluate,1,Association
3,Personal Growth,exams,1,Situation
3,Personal Growth,exploration,1,Association
3,Personal Growth,eye opening,1,Association
3,Personal Growth,fierce,1,Association
3,Personal Growth,find something,1,Association
3,Personal Growth,finding,1,Association
3,Personal Growth,finished,1,Association
3,Personal Growth,finishing,1,Association
3,Personal Growth,firing,1,Situation
3,Personal Growth,forging new paths,1,Association
3,Personal Growth,former,1,Association
3,Personal Growth,found my keys,1,Situation
3,Personal Growth,found my wallet,1,Situation
3,Personal Growth,free will,1,Association
3,Personal Growth,freeze mood,1,Association
3,Personal Growth,fresh start,1,Association
3,Personal Growth,fun,1,Association
3,Personal Growth,fundraiser,1,Situation
3,Personal Growth,futile hard work,1,Situation
3,Personal Growth,gain new insight,1,Situation
3,Personal Growth,gain resources,1,Association
3,Personal Growth,gaps,1,Association
3,Personal Growth,gift,1,Situation
3,Personal Growth,gold,1,Association
3,Personal Growth,growth when you finally get over it,1,Association
3,Personal Growth,gun,1,Situation
3,Personal Growth,hard at making it,1,Association
3,Personal Growth,hat,1,Situation
3,Personal Growth,heavy,1,Association
3,Personal Growth,hitting,1,Situation
3,Personal Growth,holding onto records,1,Situation
3,Personal Growth,hole in heart,1,Association
3,Personal Growth,hollow,1,Association
3,Personal Growth,i,1,Situation
3,Personal Growth,i'm done,1,Association
3,Personal Growth,id,1,Situation
3,Personal Growth,identity,1,Association
3,Personal Growth,impact or personal growth,1,Association
3,Personal Growth,important,1,Association
3,Personal Growth,in debate competition,1,Situation
3,Personal Growth,in law,1,Situation
3,Personal Growth,influence,1,Association
3,Personal Growth,informality,1,Association
3,Personal Growth,innovation,1,Association
3,Personal Growth,inspiration,1,Situation
3,Personal Growth,integrity,1,Association
3,Personal Growth,invigorating,1,Association
3,Personal Growth,issues,1,Association
3,Personal Growth,job motivation,1,Situation
3,Personal Growth,l,1,Situation
3,Personal Growth,lack of growth,1,Association
3,Personal Growth,language evolution,1,Association
3,Personal Growth,laughter,1,Association
3,Personal Growth,lawyer,1,Association
3,Personal Growth,learning opportunity,1,Association
3,Personal Growth,learning situation,1,Association
3,Personal Growth,learning something new,1,Situation
3,Personal Growth,life reflection,1,Association
3,Personal Growth,lifting,1,Situation
3,Personal Growth,lived through,1,Situation
3,Personal Growth,looking,1,Association
3,Personal Growth,lost instructions,1,Situation
3,Personal Growth,loyal until death,1,Situation
3,Personal Growth,ma,1,Situation
3,Personal Growth,make a new one,1,Association
3,Personal Growth,making it,1,Situation
3,Personal Growth,making it hard to complies,1,Association
3,Personal Growth,manageable,1,Situation
3,Personal Growth,manpower,1,Association
3,Personal Growth,massachusetts,1,Situation
3,Personal Growth,masters program student,1,Situation
3,Personal Growth,matches,1,Association
3,Personal Growth,materials,1,Association
3,Personal Growth,maturity,1,Association
3,Personal Growth,mental strength,1,Association
3,Personal Growth,mindset test,1,Association
3,Personal Growth,mirror,1,Situation
3,Personal Growth,misreading directions,1,Situation
3,Personal Growth,missing keys,1,Situation
3,Personal Growth,mm,1,Association
3,Personal Growth,moral values,1,Association
3,Personal Growth,more effort needed,1,Association
3,Personal Growth,motivation halting,1,Association
3,Personal Growth,motivation to work,1,Association
3,Personal Growth,movement,1,Association
3,Personal Growth,multiple,1,Association
3,Personal Growth,muscle,1,Situation
3,Personal Growth,my goals,1,Situation
3,Personal Growth,my license,1,Situation
3,Personal Growth,my motivation,1,Situation
3,Personal Growth,my resilience,1,Situation
3,Personal Growth,necessary,1,Association
3,Personal Growth,necessary equipment,1,Situation
3,Personal Growth,necessities,1,Association
3,Personal Growth,necessity,1,Association
3,Personal Growth,new beginning,1,Association
3,Personal Growth,new beginnings,1,Association
3,Personal Growth,no interest,1,Association
3,Personal Growth,not fun,1,Association
3,Personal Growth,not whole,1,Association
3,Personal Growth,often,1,Association
3,Personal Growth,opening another,1,Association
3,Personal Growth,opens a hole,1,Association
3,Personal Growth,opportunity at school,1,Situation
3,Personal Growth,out the window,1,Association
3,Personal Growth,overlooking,1,Association
3,Personal Growth,paper,1,Association
3,Personal Growth,papers,1,Situation
3,Personal Growth,part,1,Association
3,Personal Growth,per,1,Situation
3,Personal Growth,perceptual,1,Situation
3,Personal Growth,pho,1,Situation
3,Personal Growth,physical strength,1,Association
3,Personal Growth,plan,1,Association
3,Personal Growth,playful,1,Association
3,Personal Growth,poetry,1,Situation
3,Personal Growth,poison,1,Association
3,Personal Growth,position,1,Situation
3,Personal Growth,positive,1,Association
3,Personal Growth,powerful,1,Association
3,Personal Growth,practice more,1,Association
3,Personal Growth,previous,1,Association
3,Personal Growth,process,1,Association
3,Personal Growth,punk rock,1,Association
3,Personal Growth,ra,1,Situation
3,Personal Growth,raise,1,Situation
3,Personal Growth,recall,1,Association
3,Personal Growth,record,1,Situation
3,Personal Growth,records,1,Association
3,Personal Growth,redo,1,Association
3,Personal Growth,reflections,1,Association
3,Personal Growth,regression,1,Association
3,Personal Growth,replacement,1,Association
3,Personal Growth,resilience and growth,1,Association
3,Personal Growth,resilient,1,Association
3,Personal Growth,resources,1,Association
3,Personal Growth,revelations,1,Association
3,Personal Growth,reviewing papers,1,Situation
3,Personal Growth,rolex,1,Association
3,Personal Growth,root,1,Situation
3,Personal Growth,rumination,1,Association
3,Personal Growth,sales,1,Association
3,Personal Growth,saturday night,1,Situation
3,Personal Growth,school assignments,1,Association
3,Personal Growth,schooling,1,Situation
3,Personal Growth,search,1,Association
3,Personal Growth,search to return,1,Association
3,Personal Growth,sf,1,Situation
3,Personal Growth,shock and sick,1,Association
3,Personal Growth,"shock, depression, confusion.",1,Association
3,Personal Growth,shopping,1,Association
3,Personal Growth,shopping list,1,Situation
3,Personal Growth,silver,1,Association
3,Personal Growth,skills,1,Association
3,Personal Growth,slaves,1,Association
3,Personal Growth,slur,1,Association
3,Personal Growth,software,1,Association
3,Personal Growth,someone changed,1,Situation
3,Personal Growth,someone worked harder,1,Association
3,Personal Growth,special thing,1,Association
3,Personal Growth,stamina,1,Situation
3,Personal Growth,standards,1,Situation
3,Personal Growth,starting afresh,1,Association
3,Personal Growth,status or capability,1,Association
3,Personal Growth,steadfastness,1,Association
3,Personal Growth,student 1,1,Situation
3,Personal Growth,student 2,1,Situation
3,Personal Growth,student 3,1,Situation
3,Personal Growth,substitution,1,Association
3,Personal Growth,sudden,1,Association
3,Personal Growth,sudden changes,1,Situation
3,Personal Growth,supermarket deal,1,Situation
3,Personal Growth,support system,1,Association
3,Personal Growth,supporting complex problem-solving,1,Situation
3,Personal Growth,taking sides,1,Association
3,Personal Growth,team-building,1,Association
3,Personal Growth,technological impact,1,Association
3,Personal Growth,the ai puzzle,1,Situation
3,Personal Growth,the end of,1,Association
3,Personal Growth,therapist,1,Situation
3,Personal Growth,thought,1,Association
3,Personal Growth,thoughtful,1,Association
3,Personal Growth,time to learn,1,Association
3,Personal Growth,to,1,Situation
3,Personal Growth,toll,1,Association
3,Personal Growth,touch,1,Association
3,Personal Growth,tough competition,1,Association
3,Personal Growth,train,1,Situation
3,Personal Growth,training,1,Association
3,Personal Growth,transformation,1,Association
3,Personal Growth,trip,1,Situation
3,Personal Growth,unmotivated,1,Association
3,Personal Growth,vague perspectives,1,Association
3,Personal Growth,vitality,1,Association
3,Personal Growth,want to avoid,1,Association
3,Personal Growth,wars,1,Association
3,Personal Growth,what for,1,Association
3,Personal Growth,where,1,Association
3,Personal Growth,why?,1,Association
3,Personal Growth,willpower,1,Association
3,Personal Growth,working,1,Association
3,Personal Growth,"yes, one",1,Situation
2,Relationship Struggles,health,67,Both
2,Relationship Struggles,loneliness,42,Both
2,Relationship Struggles,love,39,Both
2,Relationship Struggles,longing,33,Association
2,Relationship Struggles,lonely,28,Both
2,Relationship Struggles,hope,22,Both
2,Relationship Struggles,alone,21,Association
